Jogo	Bola1	Bola2	Bola3	Bola4	Bola5	Bola6	Bola7	Bola8	Bola9	Bola10	Bola11	Bola12	Bola13	Bola14	Bola15	Bola16	Bola17	Bola18	Bola19	Bola20
J676	0	3	7	9	28	34	42	58	64	65	68	69	76	79	84	88	90	91	96	99
J677	2	6	21	25	33	35	36	48	49	51	53	54	68	79	80	83	89	90	91	98
J678	0	10	19	20	23	35	49	51	52	59	61	62	67	69	76	78	79	81	85	93
J679	0	4	8	11	14	17	23	25	26	32	37	53	59	61	63	67	76	85	86	98
J680	4	9	10	12	13	17	22	28	33	35	42	45	47	48	54	65	69	78	79	99
J681	1	14	16	18	31	33	34	39	43	47	54	57	58	63	70	75	79	83	89	93
J682	2	4	10	18	26	30	41	45	50	52	58	62	64	66	70	72	73	88	91	99
J683	1	2	6	14	16	34	45	55	58	59	60	68	70	83	87	89	91	92	95	97
J684	0	1	13	17	21	27	35	37	40	48	52	54	59	64	69	77	79	87	93	99
J685	2	6	19	23	24	27	28	30	38	42	50	54	65	75	76	87	88	96	98	99
J686	2	3	7	11	19	20	21	24	27	39	41	44	47	61	65	68	70	82	83	86
J687	9	11	19	20	24	25	30	36	41	53	63	72	75	76	78	80	89	92	95	97
J688	0	8	15	19	29	31	33	34	37	40	52	53	65	72	77	78	89	94	96	99
J689	8	12	20	22	23	26	32	38	44	55	63	68	69	70	77	85	86	89	94	96
J690	4	5	7	11	14	18	43	47	52	55	63	65	67	73	77	84	87	91	92	93
J691	9	18	29	31	38	42	43	44	45	47	52	58	59	60	68	82	85	92	98	99
J692	3	4	12	14	18	21	28	34	35	45	50	51	52	61	65	68	75	78	82	88
J693	3	4	13	14	19	22	24	26	38	43	47	51	62	65	67	68	69	72	90	97
J694	6	9	14	17	19	24	41	42	47	58	64	67	68	69	71	72	75	86	87	97
J695	2	7	17	22	33	37	46	51	54	60	61	65	66	70	74	76	77	78	80	88
J696	11	13	22	23	25	31	37	44	61	64	70	71	72	75	77	79	80	84	87	94
J697	1	5	6	11	17	26	39	40	44	46	48	53	54	65	68	75	78	80	89	94
J698	8	14	15	16	26	27	30	39	41	44	48	67	74	75	82	86	87	88	91	94
J699	3	7	10	17	22	23	27	28	44	46	47	55	67	74	77	81	88	93	95	96
J700	6	11	16	25	26	27	29	37	39	47	51	53	63	69	76	84	89	90	91	96
J701	0	1	26	39	48	51	54	63	64	67	70	77	79	81	84	88	91	92	95	97
J702	1	17	18	22	32	33	38	53	57	66	69	72	75	76	77	79	81	84	97	99
J703	7	8	12	16	30	32	33	39	43	49	56	66	70	71	72	79	84	87	92	96
J704	10	14	15	24	38	42	46	49	53	57	60	64	68	75	89	91	92	95	96	99
J705	5	13	16	18	19	36	37	38	43	45	50	51	57	58	70	72	73	75	84	96
J706	8	14	15	32	33	37	46	51	55	62	63	65	66	77	81	82	84	87	92	98
J707	3	5	7	13	21	25	26	28	34	42	47	52	65	72	76	80	82	86	93	99
J708	1	18	19	24	27	28	31	42	46	49	50	64	65	74	82	85	86	91	93	99
J709	2	4	7	11	12	13	20	36	37	41	42	45	53	67	68	74	76	81	88	93
J710	3	6	18	24	28	38	42	46	50	52	58	59	60	62	66	69	72	75	95	96
J711	5	6	12	13	19	20	32	35	45	49	51	55	66	68	82	86	87	88	95	99
J712	2	10	14	17	22	29	31	33	38	40	47	48	57	76	80	85	93	94	96	97
J713	2	6	12	15	22	25	27	28	31	46	54	57	59	60	64	78	80	82	84	87
J714	9	15	29	32	34	35	48	49	55	60	61	66	69	71	87	90	91	93	97	98
J715	2	8	10	14	27	34	38	53	54	56	57	64	66	69	71	76	80	82	86	99
J716	9	11	13	18	25	28	31	40	43	60	62	73	74	75	81	84	85	87	96	98
J717	1	5	6	15	20	21	23	24	26	28	31	39	42	43	60	64	69	73	77	97
J718	2	9	21	31	41	42	46	48	52	59	68	70	71	72	75	81	82	94	95	98
J719	3	12	13	18	21	25	27	28	34	36	41	45	47	51	58	62	84	85	91	95
J720	0	10	15	19	25	34	35	38	40	41	44	45	58	68	74	75	80	89	92	96
J721	1	8	12	18	20	22	36	37	42	49	51	54	60	64	72	74	83	87	90	98
J722	0	22	23	30	31	34	36	48	50	54	56	57	59	61	64	67	80	95	97	98
J723	12	13	18	27	31	33	34	37	39	40	45	61	63	67	68	77	81	88	93	95
J724	12	15	16	17	27	29	32	34	36	51	52	76	78	79	81	82	86	87	88	98
J725	1	3	4	10	26	36	40	46	47	54	62	66	74	75	79	84	85	95	98	99
J726	4	6	11	15	17	30	35	43	44	46	50	58	59	62	66	68	75	76	90	92
J727	3	5	9	10	17	20	23	24	36	41	58	67	72	87	89	90	91	92	94	99
J728	0	1	4	7	9	15	20	26	27	35	44	46	48	50	51	55	63	65	66	87
J729	0	3	4	8	20	24	26	27	30	33	40	42	46	56	60	62	75	79	89	99
J730	13	23	26	36	37	41	42	47	52	54	60	66	76	77	82	83	88	91	97	98
J731	2	3	13	20	27	30	32	39	44	45	50	63	64	78	82	84	89	92	94	99
J732	5	6	14	16	18	24	35	46	48	56	63	65	70	75	87	89	93	95	97	99
J733	1	7	12	13	24	29	30	38	40	41	46	48	54	63	66	73	74	76	83	89
J734	0	1	9	10	11	26	27	38	42	51	60	61	66	69	70	71	78	79	83	99
J735	0	11	18	29	37	39	42	44	53	58	65	68	71	72	73	75	90	97	98	99
J736	0	8	13	14	17	27	33	37	39	41	47	48	55	56	62	66	72	73	78	82
J737	2	3	15	18	24	25	34	37	39	44	54	59	69	71	73	77	89	92	93	99
J738	1	5	13	17	33	37	38	49	57	58	64	66	69	72	74	78	80	84	88	89
J739	0	7	14	19	30	39	41	48	49	64	68	72	73	78	84	86	88	92	93	96
J740	16	19	20	32	36	37	44	47	57	59	68	69	75	81	82	86	87	91	93	98
J741	10	11	15	16	17	19	20	35	40	46	50	55	62	66	81	86	90	91	95	98
J742	2	6	9	23	28	34	39	41	44	46	47	69	71	79	80	81	82	83	87	97
J743	9	13	18	20	24	31	34	37	42	46	57	60	62	69	76	80	88	89	92	95
J744	0	1	3	5	19	26	27	29	35	49	53	56	61	63	64	66	76	77	83	91
J745	2	4	10	19	22	28	39	44	48	58	59	68	70	73	74	75	78	85	90	91
J746	1	2	6	7	13	33	34	37	45	46	47	54	59	62	67	71	74	80	85	90
J747	3	5	6	7	10	18	30	40	41	42	45	48	54	65	81	88	92	94	97	98
J748	11	13	26	29	31	32	34	35	43	46	49	52	60	69	75	76	83	88	93	98
J749	3	6	11	15	18	23	29	32	34	36	46	47	70	72	74	75	79	93	94	97
J750	4	7	19	22	24	30	38	41	45	53	57	66	68	72	75	77	80	83	92	94
J751	10	11	18	37	43	44	51	56	58	60	63	65	74	77	78	82	86	90	92	95
J752	0	2	4	12	19	31	36	37	42	46	48	54	56	63	71	75	86	88	91	93
J753	7	9	12	13	17	19	22	34	36	38	41	47	53	59	60	61	67	72	78	99
J754	5	13	15	16	18	24	27	33	36	39	40	46	49	50	60	61	76	83	90	94
J755	23	30	31	34	35	43	45	46	48	49	53	55	68	75	83	85	88	95	96	99
J756	4	5	7	12	18	19	21	23	36	44	47	63	76	77	81	88	89	93	96	99
J757	7	14	17	18	23	27	28	29	42	46	59	70	71	74	79	82	83	86	88	92
J758	0	13	22	27	35	45	47	49	54	65	67	70	79	81	88	92	93	94	95	96
J759	1	6	11	17	23	25	27	31	41	43	48	53	57	58	60	63	87	91	93	96
J760	11	14	16	17	19	30	32	35	38	41	54	55	65	66	72	73	84	85	92	93
J761	3	4	7	9	10	15	21	34	39	42	45	46	48	50	55	56	63	71	85	90
J762	6	20	29	35	37	38	50	51	52	64	66	75	83	88	90	91	92	95	98	99
J763	1	11	26	29	33	41	44	46	49	56	63	72	79	80	81	82	86	89	92	99
J764	2	11	23	24	42	48	58	61	63	66	71	73	76	78	82	83	86	89	93	99
J765	1	2	8	10	11	15	24	27	33	38	47	53	56	64	73	78	80	85	94	98
J766	5	14	23	26	31	34	38	41	43	45	59	60	68	69	76	82	84	86	91	97
J767	6	7	8	12	15	18	34	36	39	46	49	51	52	59	60	73	76	89	91	94
J768	1	6	9	17	18	28	34	41	45	47	50	51	54	59	61	71	83	95	96	97
J769	2	10	17	19	26	32	33	38	42	52	57	63	66	76	80	81	88	95	97	98
J770	9	13	14	17	18	31	40	48	57	58	59	62	67	72	78	80	83	84	97	98
J771	6	9	11	12	18	19	20	22	25	27	31	35	40	47	49	57	71	81	86	88
J772	1	9	23	29	33	37	38	39	44	47	50	52	54	55	61	76	82	89	96	98
J773	0	16	17	26	27	37	41	58	59	60	61	67	69	76	77	78	87	92	93	98
J774	0	1	13	23	27	31	34	43	59	61	66	67	68	72	75	77	85	88	96	99
J775	5	6	17	19	25	27	32	40	44	45	47	48	50	51	57	76	79	86	97	99
J776	5	11	16	17	20	22	24	26	30	31	35	38	43	49	51	55	57	70	83	95
J777	3	4	6	19	20	25	27	28	31	53	55	66	68	70	72	73	77	78	80	96
J778	8	13	16	18	19	25	28	30	37	55	56	62	63	68	71	72	74	79	94	99
J779	4	7	14	15	20	22	30	40	45	49	57	64	68	74	75	79	81	93	94	99
J780	0	3	7	25	27	34	35	39	41	46	48	59	68	71	73	76	78	84	93	99
J781	0	9	16	17	20	22	38	40	45	46	48	53	58	65	67	72	78	91	93	99
J782	0	2	4	13	18	23	24	27	29	31	34	38	40	52	63	65	79	84	86	89
J783	1	2	4	6	7	14	36	48	51	52	56	64	67	68	73	75	83	86	92	98
J784	1	3	8	18	19	22	23	27	36	44	49	58	62	66	68	69	71	79	98	99
J785	3	8	11	14	20	22	23	25	28	30	38	47	51	55	73	79	80	89	97	98
J786	14	20	32	37	38	43	52	53	62	63	64	65	66	67	75	81	89	91	93	97
J787	1	8	10	15	21	22	23	27	29	32	34	39	50	58	64	68	69	80	90	94
J788	0	1	2	4	5	18	22	29	37	39	41	43	64	66	75	76	79	80	81	99
J789	1	2	12	15	16	23	26	28	32	47	48	50	69	72	73	78	86	88	93	95
J790	6	9	15	16	17	28	38	44	47	56	57	61	65	68	76	81	82	84	85	91
J791	1	5	7	14	23	32	33	35	37	39	41	43	53	56	61	63	67	76	84	95
J792	4	5	9	10	14	19	26	31	37	42	47	52	58	68	75	85	86	87	88	90
J793	0	7	11	17	28	34	39	41	42	48	49	53	58	66	67	77	83	86	91	97
J794	0	2	15	16	17	18	34	36	39	43	48	49	50	54	62	66	75	77	79	90
J795	4	18	29	30	45	47	49	50	52	55	56	59	65	70	72	74	87	91	93	95
J796	3	5	13	19	31	32	33	35	41	44	50	53	59	61	63	75	79	80	96	99
J797	6	9	17	21	29	37	38	40	43	45	46	65	68	78	79	84	85	87	95	98
J798	13	14	15	16	23	27	33	44	49	50	55	58	66	74	77	80	81	86	88	99
J799	1	4	12	13	19	31	33	35	37	43	44	48	56	60	69	74	82	89	92	93
J800	0	2	8	15	19	20	22	25	35	37	42	44	53	65	70	75	82	86	90	97
J801	0	4	9	11	14	19	22	34	36	41	43	53	55	61	67	71	76	83	86	93
J802	1	4	6	12	21	25	27	36	42	44	50	51	53	59	68	69	74	78	87	91
J803	8	17	19	22	25	26	31	32	37	41	43	56	57	66	68	74	78	88	89	99
J804	0	5	6	7	12	17	20	23	31	35	37	38	47	51	52	61	69	76	83	93
J805	11	16	17	18	20	23	24	33	34	41	47	59	63	68	69	70	77	78	79	83
J806	4	8	14	17	26	28	34	38	42	43	44	52	60	61	72	79	88	90	95	98
J807	0	6	9	10	15	18	29	30	31	36	40	53	56	58	72	73	76	86	91	93
J808	1	2	6	12	13	20	30	32	35	39	41	42	57	58	62	76	85	87	96	97
J809	11	19	23	29	32	35	49	54	55	66	72	75	82	83	84	86	88	90	96	98
J810	1	4	5	6	8	15	16	24	27	36	42	49	55	56	67	68	70	72	79	98
J811	0	1	15	24	25	26	29	31	36	43	46	60	71	75	81	88	89	91	94	99
J812	8	9	27	31	38	50	52	54	55	56	60	62	66	69	72	73	81	89	90	96
J813	1	8	9	20	23	26	28	42	45	49	51	54	68	72	73	77	87	89	91	95
J814	5	13	17	19	22	30	36	39	46	49	56	61	66	67	70	77	83	95	96	97
J815	13	23	24	26	27	28	31	37	48	51	63	67	69	73	75	77	85	91	96	99
J816	1	2	3	17	18	19	20	31	39	40	42	58	61	65	67	69	72	73	93	98
J817	5	6	7	12	13	20	28	29	44	47	49	52	54	55	59	60	83	86	91	93
J818	7	13	22	36	42	47	50	51	60	65	67	69	74	81	83	84	89	90	92	98
J819	2	10	12	23	27	35	37	39	42	43	46	48	54	55	62	73	82	85	96	99
J820	1	7	12	15	16	23	43	44	45	55	58	59	66	71	82	83	90	91	97	98
J821	0	12	20	23	25	30	39	45	47	48	50	55	62	63	66	69	89	90	91	93
J822	4	17	19	25	27	28	35	37	39	41	55	61	62	72	75	76	86	88	92	98
J823	0	6	17	18	25	27	32	33	38	44	46	47	57	58	59	66	67	83	93	97
J824	3	8	15	17	19	21	24	26	38	44	47	57	68	70	76	79	82	83	91	92
J825	0	4	15	17	20	26	29	32	42	59	60	62	67	68	72	81	88	90	91	92
J826	4	9	12	22	23	25	28	36	52	53	59	63	66	67	68	69	71	77	88	98
J827	3	14	15	18	19	26	30	31	46	48	49	50	59	60	71	72	74	75	78	85
J828	0	8	9	19	20	29	33	42	50	51	53	56	58	64	65	79	85	88	93	96
J829	6	12	21	32	37	42	43	49	51	54	55	57	58	61	66	70	78	84	88	98
J830	0	5	8	11	18	23	29	30	34	35	39	51	59	69	74	76	89	90	91	92
J831	0	10	16	17	19	20	22	38	40	43	47	50	54	56	64	83	87	91	94	99
J832	1	4	7	10	11	20	28	33	35	37	47	52	56	59	62	73	76	79	88	97
J833	7	8	12	14	32	34	36	38	40	42	54	62	66	71	72	74	79	80	83	98
J834	1	3	10	17	19	25	34	35	41	42	46	55	64	67	70	71	78	85	89	96
J835	7	11	12	13	24	31	35	36	37	38	45	56	57	71	75	79	80	90	91	97
J836	5	7	8	10	15	16	19	25	33	39	42	49	58	65	72	80	81	91	92	99
J837	8	13	16	21	26	36	42	53	55	65	72	73	80	81	83	85	86	90	96	97
J838	3	16	22	24	27	34	46	47	49	65	67	69	73	81	83	84	89	93	94	98
J839	6	12	14	16	18	21	24	25	30	32	43	55	70	72	74	80	85	89	95	97
J840	9	14	17	22	28	33	42	43	46	54	55	59	63	66	72	87	94	95	98	99
J841	2	9	11	25	28	35	43	49	70	74	78	81	82	85	87	90	91	94	95	97
J842	8	10	11	18	28	31	37	38	40	45	46	49	55	62	79	81	85	86	91	95
J843	1	7	11	14	17	19	25	31	32	33	37	41	42	47	57	59	71	90	92	98
J844	6	11	13	15	24	25	26	29	33	34	35	44	49	68	77	79	82	86	90	91
J845	1	5	6	9	18	19	21	22	40	41	42	48	52	55	66	67	85	88	89	99
J846	3	4	5	11	28	30	38	41	43	50	51	52	53	56	64	66	70	71	82	90
J847	6	7	8	12	19	25	30	45	47	53	58	61	65	71	77	79	85	86	88	97
J848	10	16	20	26	40	51	60	61	62	63	65	70	73	74	75	76	81	88	93	96
J849	1	5	8	12	16	18	23	35	42	43	47	51	53	55	57	63	65	70	74	75
J850	1	3	7	11	14	18	23	42	43	45	54	62	78	82	86	88	90	92	94	97
J851	0	2	7	10	11	12	19	20	28	29	47	49	58	73	78	82	87	91	96	98
J852	15	19	27	28	36	37	41	45	46	47	52	56	57	67	70	75	76	78	92	95
J853	4	5	11	19	25	29	36	39	42	46	49	51	64	71	74	78	82	85	86	99
J854	4	10	16	17	26	28	31	32	38	47	49	54	59	69	81	84	88	94	95	99
J855	4	7	9	16	17	23	25	30	32	50	52	58	70	75	77	82	88	92	96	97
J856	4	5	6	10	13	17	22	24	27	31	44	45	47	55	57	62	64	65	78	96
J857	0	3	11	12	27	28	30	35	36	37	41	46	47	50	51	58	62	72	77	88
J858	2	5	6	7	8	26	29	32	37	39	41	48	50	55	58	75	80	88	91	98
J859	8	9	17	24	30	31	34	36	47	48	51	59	68	69	73	74	78	85	94	97
J860	5	8	13	17	20	29	31	37	38	40	43	44	47	49	56	65	66	68	71	78
J861	3	7	12	22	37	40	41	50	56	59	66	68	71	76	79	84	85	93	98	99
J862	9	18	24	36	38	48	53	54	58	61	69	70	72	74	87	91	92	97	98	99
J863	0	3	4	17	22	40	41	46	49	52	53	56	60	62	71	75	82	83	89	94
J864	5	10	12	14	18	22	27	28	40	49	56	59	63	66	69	80	81	88	92	97
J865	1	4	7	10	11	25	26	35	38	43	48	55	56	62	64	67	68	79	85	98
J866	6	8	14	23	30	31	32	37	39	40	44	45	48	50	52	80	89	91	97	99
J867	10	12	16	21	22	25	31	32	37	42	43	53	67	76	79	85	86	92	94	99
J868	0	1	14	22	26	30	34	39	42	53	58	59	62	71	77	81	83	86	87	99
J869	3	4	5	6	13	22	23	24	25	29	36	45	60	65	74	76	80	81	96	97
J870	23	24	31	39	40	41	46	50	52	56	57	59	64	77	83	84	85	90	91	98
J871	0	2	4	9	12	18	26	36	40	47	49	53	56	62	64	68	80	90	93	94
J872	0	8	14	31	34	38	41	45	47	59	65	70	72	74	76	81	85	87	94	96
J873	2	4	10	19	21	27	28	29	32	38	39	42	46	51	60	63	71	77	87	97
J874	5	9	10	21	35	40	41	49	52	56	59	61	63	73	82	83	88	89	90	96
J875	4	7	14	17	24	27	38	43	52	54	55	57	58	61	70	78	82	84	85	90
J876	2	6	16	17	30	31	37	38	41	42	43	45	69	72	77	81	90	93	94	95
J877	3	7	19	21	22	25	32	43	48	50	52	54	71	75	76	83	87	93	94	98
J878	0	3	14	16	24	26	32	35	37	47	51	52	53	55	56	73	75	81	87	94
J879	0	2	7	17	21	26	33	34	39	42	43	48	49	60	64	75	77	89	96	98
J880	0	2	4	6	25	28	29	30	38	47	49	50	52	54	64	72	73	76	86	96
J881	3	7	9	13	22	26	37	39	44	49	58	62	66	67	71	78	80	82	92	96
J882	12	17	21	23	24	27	30	38	42	46	52	53	57	68	75	78	79	83	84	99
J883	0	1	2	4	6	7	10	19	23	37	42	49	63	74	78	88	89	94	97	98
J884	3	6	11	14	19	20	30	31	32	38	47	55	57	58	61	64	70	86	88	95
J885	7	10	11	19	26	33	36	38	41	45	50	56	57	62	63	71	77	78	84	97
J886	3	5	7	11	14	15	32	36	37	38	45	47	50	51	70	71	72	79	97	98
J887	2	4	6	14	19	27	30	41	42	49	53	55	56	57	62	66	75	80	82	90
J888	0	4	9	25	28	30	42	51	52	53	56	61	66	68	71	76	77	84	86	98
J889	0	3	6	10	20	27	35	38	40	43	46	55	56	62	68	77	79	93	94	96
J890	1	4	6	9	21	22	23	25	29	49	55	68	71	72	76	80	81	85	90	95
J891	1	13	15	17	18	22	24	26	31	46	55	63	66	73	74	79	90	93	95	96
J892	2	10	12	15	23	30	39	47	52	60	63	66	69	70	72	74	82	83	88	90
J893	1	3	5	10	18	36	39	40	42	44	47	53	60	67	71	73	78	79	82	86
J894	0	6	21	26	28	29	31	33	36	37	39	40	41	49	53	63	65	77	81	84
J895	2	4	11	14	17	21	23	26	28	44	45	49	58	59	61	74	81	85	88	89
J896	2	13	25	27	28	33	36	37	39	43	45	51	52	67	70	71	74	88	92	93
J897	0	4	8	15	20	23	25	32	54	58	68	73	74	81	82	91	92	96	97	99
J898	3	16	18	19	29	30	34	47	56	60	63	64	65	74	77	81	83	85	94	95
J899	1	2	6	8	11	14	19	21	22	23	29	40	49	57	68	76	82	86	88	89
J900	6	7	13	15	18	19	31	38	53	60	61	65	78	81	85	87	93	95	97	99
J901	8	9	12	13	16	21	24	28	31	38	40	43	45	46	51	52	55	56	87	93
J902	3	5	7	10	12	15	19	21	26	28	39	43	49	69	73	75	78	82	93	99
J903	5	7	9	12	22	25	32	37	48	51	61	62	66	69	73	77	87	92	96	99
J904	0	4	18	19	20	22	27	29	31	38	43	44	48	62	64	65	67	70	85	90
J905	1	3	4	7	8	11	27	33	35	36	44	49	55	60	68	70	78	83	93	94
J906	6	7	13	16	18	30	37	40	44	51	53	59	62	67	77	82	88	92	96	99
J907	0	5	7	8	17	35	39	47	51	67	69	71	72	77	80	81	85	94	95	98
J908	19	21	24	30	33	34	38	44	48	49	58	60	63	67	70	75	76	81	82	89
J909	4	7	9	10	13	15	18	31	34	36	38	44	47	48	53	78	83	92	93	99
J910	4	5	7	11	13	14	16	20	21	28	36	37	42	43	46	58	59	65	68	83
J911	0	12	14	20	24	31	37	45	46	48	52	53	62	64	74	76	79	80	83	86
J912	0	1	12	28	44	45	49	54	55	58	62	66	67	69	70	71	79	91	97	98
J913	2	6	8	10	13	14	18	29	30	36	41	48	53	56	57	65	82	83	88	90
J914	1	2	9	11	15	16	27	32	39	52	57	59	63	64	69	73	75	76	78	93
J915	2	11	13	16	17	19	26	28	30	38	41	44	50	58	64	69	78	86	90	95
J916	3	7	17	22	23	27	30	31	39	44	46	56	58	72	75	76	81	82	83	84
J917	3	10	21	28	34	35	43	44	53	55	62	72	73	78	80	84	85	87	91	96
J918	8	9	13	18	30	31	33	41	48	50	51	61	74	76	84	85	87	89	94	97
J919	0	5	8	25	29	33	41	46	48	51	54	65	69	72	77	79	82	83	90	99
J920	10	11	15	18	31	33	34	39	42	47	51	54	56	57	77	79	81	90	92	99
J921	2	4	12	17	20	22	26	30	36	44	49	51	55	56	66	80	91	93	95	99
J922	2	4	11	18	30	35	51	56	58	59	62	69	74	76	78	80	81	82	85	90
J923	0	1	21	22	29	30	46	47	51	52	65	66	69	74	81	84	85	89	90	93
J924	0	1	3	10	12	18	24	26	27	28	37	38	41	43	52	65	66	74	93	97
J925	2	12	17	20	23	24	31	34	40	52	53	55	70	73	77	80	81	87	89	98
J926	3	4	7	8	15	18	19	20	22	29	38	49	51	64	71	79	80	82	88	99
J927	2	4	5	19	21	22	24	26	30	33	60	63	69	70	80	82	84	87	92	94
J928	12	15	17	22	31	32	35	43	44	59	61	73	75	76	78	81	83	86	87	91
J929	3	4	12	13	15	19	30	35	42	53	61	62	63	69	71	73	77	88	90	92
J930	3	4	5	21	26	28	40	43	45	48	54	56	62	66	69	81	82	84	95	96
J931	1	2	3	6	8	10	12	13	27	36	39	43	45	49	65	72	73	74	87	90
J932	12	19	22	25	28	38	41	47	49	52	57	61	66	67	69	74	87	89	90	95
J933	12	18	19	20	23	26	27	29	35	37	54	58	59	74	80	83	85	89	96	98
J934	0	12	14	20	21	23	37	44	48	55	58	67	73	74	76	85	87	90	96	98
J935	6	13	17	21	34	36	38	42	44	47	50	62	67	73	74	75	80	85	91	97
J936	0	21	26	29	34	37	50	53	56	58	60	67	68	72	77	79	81	83	92	99
J937	1	3	5	7	16	23	30	34	37	40	45	46	47	49	61	63	68	87	89	90
J938	4	5	9	11	12	33	35	36	38	51	55	56	58	69	76	87	94	95	96	98
J939	0	1	4	6	11	16	33	35	38	40	42	43	44	46	47	48	59	66	76	82
J940	2	19	20	23	24	25	33	35	36	38	49	59	65	66	73	75	77	78	87	97
J941	4	7	16	21	22	26	29	32	35	41	43	55	65	66	67	70	77	78	80	89
J942	0	3	5	6	9	10	13	24	27	29	34	36	41	63	64	74	76	81	90	96
J943	3	13	14	19	21	32	39	41	42	45	60	62	63	66	69	70	79	82	85	87
J944	2	5	6	9	11	17	18	25	26	28	33	37	44	52	55	56	65	71	76	86
J945	3	7	18	21	26	31	32	36	41	54	55	57	60	64	66	67	74	80	94	98
J946	0	3	4	6	8	20	21	24	25	26	31	36	43	52	64	74	75	79	91	98
J947	1	4	7	8	10	18	23	25	29	30	35	37	46	54	69	72	77	81	83	93
J948	1	3	6	8	9	21	30	34	41	44	46	68	74	79	80	82	88	90	94	95
J949	4	5	9	28	29	34	36	43	50	57	60	61	63	66	68	76	77	87	94	96
J950	0	1	3	8	21	22	45	50	53	58	59	63	68	69	76	77	80	85	87	90
J951	0	2	3	4	5	11	16	19	21	42	43	49	55	56	73	80	90	91	94	99
J952	8	11	13	18	28	38	41	43	46	52	55	62	68	70	75	76	85	88	92	95
J953	13	18	20	28	30	32	37	44	62	63	67	69	70	74	79	86	89	91	96	97
J954	0	8	9	12	16	23	24	25	29	31	41	43	49	57	58	64	71	73	78	87
J955	10	16	22	26	29	32	36	39	41	44	45	54	56	57	60	65	70	74	85	92
J956	0	1	4	5	12	16	23	24	42	46	60	62	64	66	69	81	84	90	95	97
J957	2	7	13	17	23	27	43	54	60	61	63	68	69	74	75	76	81	89	95	99
J958	15	19	23	31	32	34	37	38	40	45	48	49	50	64	70	71	90	91	92	93
J959	7	9	10	11	16	19	21	27	52	54	60	62	74	78	80	86	87	92	93	97
J960	1	2	5	6	19	27	38	42	52	54	56	65	70	74	82	83	86	90	92	93
J961	1	3	6	8	18	36	37	43	46	51	58	59	72	73	74	75	79	82	94	97
J962	1	2	11	15	20	21	26	36	47	49	51	67	73	74	82	88	91	95	96	99
J963	1	4	6	9	11	14	27	28	30	33	37	54	64	65	72	77	78	82	91	95
J964	7	10	20	23	24	25	28	36	42	49	51	71	72	80	81	82	89	92	95	98
J965	4	13	14	19	23	29	30	38	39	40	42	64	74	78	79	80	81	82	92	98
J966	1	6	12	13	17	35	40	43	46	50	53	56	59	60	67	68	72	90	91	98
J967	1	14	20	21	24	28	30	36	42	46	55	56	63	64	76	79	80	92	95	99
J968	1	3	7	8	16	19	23	25	41	45	48	49	61	68	70	74	78	81	91	97
J969	5	13	20	25	29	35	36	41	47	51	56	57	60	72	73	74	82	85	91	99
J970	2	6	7	8	9	14	17	21	26	32	37	39	46	48	57	68	77	80	88	92
J971	5	8	10	11	22	23	26	27	32	44	54	59	61	63	64	67	70	79	84	94
J972	0	1	3	8	17	20	23	24	32	34	50	53	55	58	62	77	84	85	92	94
J973	6	9	19	28	30	32	38	42	55	65	72	80	82	86	87	88	91	92	95	98
J974	1	10	17	23	24	25	26	27	29	36	45	49	55	56	61	66	78	80	87	96
J975	0	2	3	5	8	11	14	18	30	35	42	45	46	48	49	78	83	89	92	93
J976	1	9	22	23	26	40	41	45	47	49	53	59	64	65	70	79	88	92	93	98
J977	4	7	11	14	15	21	22	24	25	28	40	44	47	49	65	74	77	82	85	94
J978	6	19	21	23	27	40	41	48	49	51	58	60	70	74	77	78	81	82	89	93
J979	0	8	9	15	16	17	42	47	48	52	54	59	71	73	77	84	87	94	95	96
J980	12	14	16	19	21	23	24	26	45	46	48	52	61	66	75	80	83	85	97	99
J981	0	1	2	3	15	28	31	39	40	41	51	56	69	77	78	85	88	89	90	97
J982	2	3	10	13	16	18	26	28	32	38	40	42	44	46	48	66	73	75	77	83
J983	2	3	10	15	17	19	24	27	33	41	54	55	58	60	69	72	78	87	91	93
J984	0	5	6	9	13	14	18	24	30	38	43	45	52	53	56	62	75	80	86	98
J985	0	1	7	12	15	38	43	50	57	67	72	76	80	88	89	90	92	93	95	97
J986	16	18	21	23	26	31	34	38	41	43	49	52	57	62	63	68	83	88	91	92
J987	11	15	20	21	32	36	38	39	40	52	60	64	66	68	77	80	87	88	90	98
J988	2	5	6	11	15	21	30	44	49	50	51	54	64	67	70	73	85	89	92	99
J989	0	9	10	32	39	44	47	48	54	63	66	71	72	76	80	87	89	91	95	96
J990	6	7	14	25	27	30	31	43	46	48	56	64	65	70	73	81	83	88	89	99
J991	6	8	10	16	18	22	26	28	47	48	58	61	65	66	67	68	72	78	92	97
J992	6	8	15	18	24	27	36	40	46	52	55	63	74	76	80	81	86	87	90	97
J993	0	4	8	9	16	22	38	42	43	46	49	50	57	58	59	64	69	70	75	84
J994	0	4	7	15	18	19	20	31	36	41	42	46	60	63	77	83	84	95	98	99
J995	0	3	13	17	19	33	36	37	43	47	66	70	72	75	76	78	80	87	91	99
J996	1	2	3	4	10	23	29	38	50	51	54	59	60	61	71	72	74	83	90	91
J997	0	3	4	8	29	33	36	38	41	48	50	57	59	60	66	82	86	87	88	90
J998	1	5	18	21	22	30	34	35	39	43	47	51	54	56	57	80	88	89	92	99
