Jogo	Bola1	Bola2	Bola3	Bola4	Bola5	Bola6	Bola7	Bola8	Bola9	Bola10	Bola11	Bola12	Bola13	Bola14	Bola15
J1257	1	2	5	6	8	10	11	12	13	14	16	19	20	22	25
J1258	2	3	4	5	6	8	9	10	12	13	14	20	21	23	25
J1259	2	5	8	9	10	13	14	16	17	18	19	20	22	23	25
J1260	1	2	3	4	5	6	7	11	14	15	17	18	20	22	24
J1261	1	4	5	7	10	12	15	16	17	18	19	20	21	22	25
J1262	1	3	4	6	8	11	12	13	16	17	20	21	22	23	24
J1263	3	4	5	8	9	10	11	12	13	16	18	20	22	23	25
J1264	1	4	5	8	10	11	12	14	17	18	21	22	23	24	25
J1265	1	2	3	4	7	11	13	14	15	16	19	22	23	24	25
J1266	1	2	3	5	6	8	9	10	11	13	14	15	20	23	24
J1267	2	3	5	6	7	9	11	12	13	15	16	17	18	22	25
J1268	1	2	3	6	7	8	11	12	13	15	17	18	21	22	24
J1269	1	4	5	7	8	11	13	14	16	17	18	20	21	22	23
J1270	1	2	3	4	5	6	8	9	10	11	13	20	21	23	25
J1271	1	2	4	6	8	9	11	12	13	14	17	18	23	24	25
J1272	1	4	7	9	10	14	15	17	18	19	20	21	23	24	25
J1273	1	3	5	6	8	11	12	13	14	15	18	19	20	22	24
J1274	1	3	7	8	10	11	12	13	14	15	18	19	20	22	25
J1275	3	6	7	8	10	11	13	14	15	16	17	18	20	23	25
J1276	1	3	5	7	10	12	14	15	16	18	19	21	22	23	24
J1277	1	2	3	4	6	9	10	12	13	15	17	18	21	22	25
J1278	4	6	7	9	10	12	15	16	17	18	19	20	21	22	24
J1279	1	3	4	7	8	9	11	12	13	14	16	18	19	21	23
J1280	1	3	4	5	7	9	11	14	15	17	19	22	23	24	25
J1281	1	3	5	6	8	9	12	13	15	19	21	22	23	24	25
J1282	5	6	7	9	10	11	12	14	17	19	20	21	22	23	25
J1283	2	6	7	8	9	10	11	12	13	15	16	17	18	22	23
J1284	2	4	5	7	8	10	11	13	16	17	18	20	22	23	25
J1285	1	2	6	7	10	11	12	15	16	17	18	20	22	24	25
J1286	1	3	4	5	7	10	11	12	16	17	19	20	21	23	25
J1287	3	4	5	6	9	11	13	17	18	19	21	22	23	24	25
J1288	1	2	5	9	10	13	15	16	17	18	19	20	23	24	25
J1289	1	2	5	7	8	11	13	15	16	17	18	20	22	24	25
J1290	1	3	4	5	6	11	13	14	16	19	20	21	22	23	25
J1291	1	6	7	8	10	11	12	13	15	16	18	19	20	21	24
J1292	1	2	3	7	8	10	11	14	15	17	19	22	23	24	25
J1293	1	2	7	8	9	10	11	12	13	15	17	18	20	22	24
J1294	2	5	6	7	8	10	11	12	13	14	16	18	20	23	25
J1295	3	6	9	10	11	12	13	14	15	17	18	19	23	24	25
J1296	5	7	9	10	11	14	15	16	17	18	19	20	21	23	25
J1297	1	2	5	6	7	8	9	10	11	12	16	17	18	19	22
J1298	2	3	4	6	7	9	12	17	18	20	21	22	23	24	25
J1299	1	3	5	7	8	11	13	17	18	19	20	21	22	23	25
J1300	2	6	7	9	10	11	12	13	14	15	18	20	23	24	25
J1301	1	2	3	4	6	7	9	10	14	16	17	19	22	24	25
J1302	3	4	6	9	11	12	13	14	15	16	17	18	20	22	25
J1303	1	5	8	9	10	11	13	14	15	16	18	19	20	22	23
J1304	1	2	3	7	8	10	11	13	14	17	18	19	20	21	25
J1305	2	3	4	5	6	7	8	11	12	13	15	17	20	23	25
J1306	1	2	5	6	7	9	12	13	14	15	18	19	20	22	23
J1307	3	4	6	8	9	10	12	13	14	15	16	18	20	21	23
J1308	3	5	6	7	8	9	11	14	16	17	19	20	22	23	25
J1309	2	4	5	6	8	10	12	13	14	16	18	19	20	24	25
J1310	1	2	3	4	5	7	8	10	11	15	17	18	19	21	23
J1311	2	3	5	6	8	10	11	12	14	15	17	18	20	23	25
J1312	1	2	4	5	6	7	9	11	13	18	19	20	23	24	25
J1313	1	4	8	10	11	13	15	16	17	20	21	22	23	24	25
J1314	3	5	8	9	10	11	14	15	16	18	19	21	22	24	25
J1315	1	2	3	4	5	8	10	11	12	14	16	18	19	23	25
J1316	1	2	3	4	5	6	11	12	15	17	19	20	23	24	25
J1317	1	3	5	7	8	9	10	11	14	16	20	22	23	24	25
J1318	1	2	3	4	6	7	8	9	12	13	14	15	17	20	23
J1319	3	5	6	8	9	10	11	13	14	15	17	19	22	23	25
J1320	2	3	4	5	9	11	12	13	15	16	17	21	22	23	25
J1321	2	3	4	6	7	9	10	11	13	14	18	19	20	23	24
J1322	1	2	6	7	8	9	11	13	15	16	17	18	21	24	25
J1323	1	4	5	6	9	10	11	13	14	17	19	20	21	22	23
J1324	1	4	5	6	7	8	10	11	13	17	18	19	21	24	25
J1325	2	3	5	6	7	9	10	14	15	16	18	19	20	21	25
J1326	1	3	4	6	8	9	10	17	18	19	20	21	22	24	25
J1327	1	3	4	5	7	10	13	14	16	17	18	20	22	23	25
J1328	2	5	6	8	9	10	13	15	16	17	21	22	23	24	25
J1329	2	3	4	5	7	10	11	13	15	16	18	22	23	24	25
J1330	4	5	7	10	12	13	16	17	18	19	20	22	23	24	25
J1331	1	2	3	5	6	7	10	11	14	15	16	18	23	24	25
J1332	1	4	5	6	8	11	12	13	14	15	16	18	20	21	24
J1333	3	4	5	7	8	9	10	11	12	14	17	18	20	22	24
J1334	3	4	6	7	9	10	11	13	15	16	17	18	19	21	22
J1335	1	3	4	6	7	9	10	11	13	16	17	18	23	24	25
J1336	6	8	9	10	11	12	13	14	15	17	18	19	20	22	24
J1337	1	3	5	6	8	9	10	12	13	15	16	19	21	23	25
J1338	1	2	3	4	6	7	10	11	12	13	14	15	16	17	19
J1339	2	3	4	5	6	7	8	11	13	14	16	20	21	23	24
J1340	1	2	4	5	7	9	10	12	13	14	16	17	18	19	22
J1341	1	3	4	8	9	10	13	14	15	16	17	20	21	23	24
J1342	1	2	3	5	9	10	11	12	13	15	20	21	23	24	25
J1343	2	4	5	9	10	11	13	14	15	16	17	19	21	23	24
J1344	2	4	6	7	8	10	11	12	13	17	18	21	23	24	25
J1345	1	3	7	8	9	10	11	14	15	17	19	21	22	24	25
J1346	2	3	5	7	8	10	11	14	15	18	19	20	21	23	25
J1347	1	3	5	6	7	8	10	12	13	14	17	18	20	23	24
J1348	1	2	6	7	8	9	10	14	15	18	20	21	22	24	25
J1349	2	3	4	5	6	7	8	12	14	16	18	19	21	24	25
J1350	1	5	6	8	9	11	12	13	14	16	18	19	20	21	23
J1351	2	4	6	7	10	11	13	17	19	20	21	22	23	24	25
J1352	6	8	10	11	12	13	14	15	16	19	20	21	23	24	25
J1353	3	5	7	8	9	10	11	12	14	18	21	22	23	24	25
J1354	1	2	3	5	7	9	11	12	13	14	15	18	20	21	24
J1355	1	2	3	4	6	7	8	11	15	16	18	20	21	22	24
J1356	3	4	6	8	9	10	11	12	13	14	15	16	17	19	20
J1357	3	7	8	9	10	11	12	13	15	17	18	20	21	22	23
J1358	1	2	3	4	6	8	9	13	15	17	18	19	20	22	23
J1359	3	5	7	8	9	11	13	14	15	16	17	18	20	21	23
J1360	1	2	3	4	5	6	8	10	11	12	14	18	20	23	24
J1361	1	4	5	11	12	13	14	15	16	17	18	19	20	23	25
J1362	1	3	4	6	9	10	11	12	13	16	21	22	23	24	25
J1363	5	7	9	10	12	13	14	15	16	17	19	20	21	22	23
J1364	1	6	9	10	11	12	13	15	16	17	18	20	22	24	25
J1365	2	3	6	9	10	12	14	15	19	20	21	22	23	24	25
J1366	4	8	9	10	11	12	13	14	15	16	17	21	22	24	25
J1367	2	3	4	5	6	7	9	14	15	16	17	18	20	23	24
J1368	5	7	8	10	11	12	14	16	18	19	20	22	23	24	25
J1369	3	4	5	9	10	11	12	13	14	16	17	18	21	22	24
J1370	2	4	5	7	8	11	13	14	17	18	20	21	22	24	25
J1371	3	4	5	7	13	15	17	18	19	20	21	22	23	24	25
J1372	1	2	3	5	7	9	10	13	15	16	17	18	21	23	25
J1373	1	2	3	4	5	6	7	8	12	17	18	20	21	23	24
J1374	2	3	4	5	6	9	10	14	15	16	19	20	21	23	25
J1375	1	5	6	9	10	11	14	15	16	18	20	22	23	24	25
J1376	1	3	4	5	6	12	13	14	15	16	18	19	20	22	24
J1377	1	5	6	8	9	10	12	13	15	17	19	20	21	22	25
J1378	1	2	3	6	8	10	12	13	17	19	20	21	23	24	25
J1379	1	2	4	5	7	8	9	10	12	14	15	17	18	21	22
J1380	3	4	5	6	8	11	12	14	15	16	17	21	22	24	25
J1381	1	4	6	8	9	10	12	13	14	16	17	18	19	21	25
J1382	1	6	10	12	13	14	15	16	17	18	19	20	21	22	24
J1383	2	6	7	8	9	13	14	15	16	17	20	21	22	24	25
J1384	3	4	6	8	9	11	12	13	15	18	19	20	22	24	25
J1385	4	5	8	9	10	11	12	13	14	15	17	18	19	20	23
J1386	1	2	3	4	7	9	13	16	17	18	19	21	22	24	25
J1387	1	3	4	5	6	7	9	11	12	13	14	15	16	18	24
J1388	1	3	5	7	8	10	11	12	15	18	19	20	21	23	25
J1389	1	2	4	5	6	8	10	12	14	15	16	17	18	20	21
J1390	3	5	6	7	8	11	13	14	15	16	17	18	20	21	23
J1391	1	3	5	6	10	11	12	15	16	17	19	20	21	24	25
J1392	1	2	3	4	8	9	14	15	16	17	18	20	21	22	25
J1393	3	4	5	7	9	10	11	12	13	14	17	18	20	22	23
J1394	3	4	5	6	9	10	11	14	15	16	18	19	21	22	23
J1395	5	6	7	8	11	12	13	14	16	17	18	19	22	23	25
J1396	3	5	6	7	10	12	13	17	18	19	20	22	23	24	25
J1397	1	3	4	5	6	8	9	11	12	13	14	18	21	22	25
J1398	1	4	5	6	7	8	11	14	15	16	19	20	21	24	25
J1399	4	5	6	8	9	12	13	14	15	17	19	21	22	24	25
J1400	1	2	3	5	6	9	10	12	16	19	21	22	23	24	25
J1401	1	3	4	5	6	7	8	14	15	18	19	21	22	24	25
J1402	2	3	4	5	8	9	11	12	14	15	16	19	20	21	23
J1403	3	4	5	8	9	10	11	12	13	15	16	17	21	23	25
J1404	1	2	3	4	8	10	11	13	15	16	18	19	21	22	25
J1405	2	3	4	7	9	10	11	14	15	16	18	19	20	23	24
J1406	2	3	4	5	6	9	11	13	15	19	20	21	22	24	25
J1407	1	2	4	5	6	7	10	12	13	20	21	22	23	24	25
J1408	1	3	5	8	10	11	12	13	14	19	21	22	23	24	25
J1409	1	2	4	6	7	8	11	12	14	16	17	19	22	24	25
J1410	2	3	4	5	6	7	9	10	14	15	16	17	20	21	23
J1411	1	5	6	7	8	9	10	12	13	14	15	16	17	21	23
J1412	5	6	7	9	11	13	15	16	18	19	21	22	23	24	25
J1413	2	3	4	5	6	7	8	9	10	13	16	17	18	21	25
J1414	2	3	4	5	7	9	10	11	13	14	16	17	20	21	23
J1415	2	4	5	6	10	12	13	15	17	18	19	22	23	24	25
J1416	3	4	5	7	8	9	10	12	14	15	17	18	19	20	24
J1417	1	2	3	4	6	7	9	11	13	14	15	18	19	22	23
J1418	2	4	6	9	10	11	13	14	15	17	18	20	21	22	23
J1419	2	3	6	7	11	12	15	16	17	18	19	20	21	23	24
J1420	1	4	6	7	8	10	13	14	15	16	17	20	22	23	25
J1421	3	5	6	7	8	9	11	12	14	17	18	19	20	23	24
J1422	1	4	5	7	10	11	13	14	15	16	17	19	22	23	24
J1423	1	2	4	5	7	8	11	12	13	14	15	16	19	22	23
J1424	2	4	5	6	8	9	10	11	13	17	18	20	21	23	25
J1425	1	3	4	5	8	9	11	12	13	14	16	19	20	21	25
J1426	2	3	4	7	8	10	12	14	15	16	18	22	23	24	25
J1427	1	2	7	10	11	12	14	15	16	17	18	19	20	22	25
J1428	2	3	4	5	6	8	9	13	17	18	19	20	21	22	25
J1429	5	7	8	9	10	12	13	14	15	16	18	19	20	21	25
J1430	1	3	4	5	7	8	9	13	15	16	20	21	22	23	25
J1431	1	2	7	8	9	10	12	14	15	16	17	19	20	23	25
J1432	1	3	4	5	10	11	12	16	17	18	20	21	23	24	25
J1433	3	6	7	9	10	12	14	15	16	18	20	22	23	24	25
J1434	3	4	5	6	7	9	10	12	13	15	18	19	22	23	24
J1435	1	2	3	4	5	6	9	10	12	16	17	19	20	21	23
J1436	1	2	3	5	6	8	11	12	15	17	18	19	22	23	24
J1437	2	4	5	6	7	8	9	11	13	14	17	19	20	23	25
J1438	1	4	7	8	9	10	11	12	14	15	17	20	21	22	24
J1439	1	2	3	5	11	12	13	14	15	16	17	18	19	22	24
J1440	2	3	8	10	12	13	14	16	17	18	20	21	22	24	25
J1441	1	3	4	5	6	7	9	10	11	13	16	19	22	23	25
J1442	1	2	3	4	7	9	11	12	13	15	16	17	19	20	21
J1443	1	2	3	5	7	8	9	10	11	12	14	15	16	17	24
J1444	1	2	4	5	6	9	10	11	14	15	17	18	20	21	24
J1445	1	4	5	6	8	10	13	15	16	17	18	20	22	23	25
J1446	1	4	6	7	8	12	13	16	17	20	21	22	23	24	25
J1447	1	3	4	5	8	11	12	13	17	18	19	21	22	24	25
J1448	1	3	4	5	6	8	12	13	16	18	19	21	22	23	24
J1449	1	3	4	5	6	7	8	9	11	15	16	20	22	23	24
J1450	1	2	4	5	8	9	10	13	14	16	17	19	20	22	24
J1451	1	2	3	5	10	12	13	14	15	19	20	21	23	24	25
J1452	2	5	7	8	10	11	13	14	15	17	20	21	23	24	25
J1453	1	2	5	8	9	10	13	14	15	16	19	21	23	24	25
J1454	1	3	4	7	10	12	13	14	18	19	20	21	22	23	25
J1455	2	5	7	8	14	15	16	17	18	19	20	21	22	23	25
J1456	1	2	6	7	8	9	12	13	14	15	19	20	21	24	25
J1457	1	2	3	4	7	8	9	10	11	13	14	15	18	23	24
J1458	1	2	3	5	7	9	11	14	17	18	19	20	22	23	24
J1459	1	4	6	9	10	12	13	14	16	17	18	19	20	24	25
J1460	1	3	5	7	11	14	15	16	17	18	19	20	21	24	25
J1461	2	4	5	6	9	10	11	15	17	18	19	21	23	24	25
J1462	1	3	4	5	7	9	12	13	14	16	17	20	21	24	25
J1463	3	4	6	7	10	11	13	14	15	17	19	20	22	23	24
J1464	1	4	9	10	11	12	13	14	15	16	17	18	22	23	24
J1465	2	5	7	8	9	10	12	14	16	19	20	21	22	23	24
J1466	2	3	4	6	10	11	12	14	19	20	21	22	23	24	25
J1467	1	4	5	6	9	10	11	12	19	20	21	22	23	24	25
J1468	2	3	5	6	8	11	12	13	14	18	19	20	21	23	24
J1469	1	2	3	5	6	7	8	9	11	13	16	17	18	19	20
J1470	2	3	7	8	11	12	13	14	15	18	20	21	22	23	24
J1471	1	2	4	6	7	8	10	11	13	15	18	20	21	22	24
J1472	2	3	4	5	7	8	10	12	13	14	18	21	22	23	24
J1473	1	4	5	7	8	9	10	12	14	16	20	22	23	24	25
J1474	1	2	5	7	8	10	11	13	14	15	18	19	20	21	25
J1475	1	2	3	5	6	9	10	12	13	15	18	20	21	24	25
J1476	2	4	5	6	7	9	10	12	13	14	16	19	21	22	25
J1477	1	2	3	4	5	6	7	10	12	15	17	18	21	22	23
J1478	2	5	6	7	10	11	12	15	16	17	18	19	21	24	25
J1479	2	3	5	6	9	11	13	14	15	16	17	18	20	22	23
J1480	1	6	7	10	11	12	13	15	16	17	19	20	21	22	25
J1481	2	3	5	7	8	9	11	17	18	19	20	21	23	24	25
J1482	1	2	4	5	7	8	9	10	11	12	14	15	19	23	24
J1483	3	4	5	6	7	9	11	13	14	15	17	20	21	22	23
J1484	1	2	3	4	6	7	9	10	12	17	18	19	21	22	25
J1485	1	2	3	5	8	9	11	13	15	17	18	19	23	24	25
J1486	2	4	5	8	9	10	12	14	18	19	20	21	22	23	25
J1487	1	2	3	4	5	6	10	11	12	15	16	19	21	22	25
J1488	1	4	5	6	10	11	12	13	16	19	20	21	23	24	25
J1489	2	4	7	8	9	10	12	13	14	15	19	20	22	23	25
J1490	1	3	4	5	7	8	9	11	13	14	15	18	19	20	22
J1491	2	4	5	6	7	9	11	13	14	19	20	22	23	24	25
J1492	2	3	4	5	7	8	10	12	15	16	17	18	19	24	25
J1493	2	5	8	10	11	13	14	15	16	19	20	21	23	24	25
J1494	1	2	3	4	9	10	11	12	13	15	17	19	20	22	25
J1495	1	2	3	4	5	8	10	12	13	14	18	22	23	24	25
J1496	2	3	6	7	9	10	11	12	13	15	17	19	20	23	25
J1497	1	2	5	7	11	12	13	14	15	16	17	18	19	22	23
J1498	4	5	7	8	10	11	14	15	16	17	18	21	23	24	25
J1499	1	2	3	4	5	7	8	12	13	14	15	18	19	23	24
J1500	1	2	3	5	7	10	11	12	13	15	17	18	19	20	22
J1501	1	6	7	8	9	10	11	13	16	17	18	21	22	24	25
J1502	1	2	3	4	5	7	11	12	13	15	17	18	20	22	24
J1503	1	2	3	7	12	15	16	17	18	20	21	22	23	24	25
J1504	1	4	5	7	8	11	12	14	17	18	19	21	23	24	25
J1505	1	2	3	6	7	11	14	16	17	18	19	20	22	24	25
J1506	3	4	5	8	9	10	13	14	17	18	19	20	21	22	24
J1507	1	2	3	4	5	8	10	11	13	14	17	19	21	23	24
J1508	1	3	7	8	9	10	11	12	14	17	19	21	22	23	24
J1509	1	2	3	6	7	8	9	13	14	15	17	18	19	22	24
J1510	1	3	4	7	8	9	10	11	12	13	15	18	19	22	24
J1511	2	4	5	8	9	10	11	12	13	15	19	20	21	23	24
J1512	2	3	4	6	10	11	12	13	15	16	17	19	21	22	24
J1513	3	4	6	7	9	10	11	12	13	14	16	18	21	22	24
J1514	3	4	5	7	8	11	12	13	15	16	17	19	20	21	24
J1515	1	2	3	5	8	9	11	12	13	16	17	18	19	20	23
J1516	1	2	6	7	10	11	12	14	16	18	19	20	22	23	24
J1517	2	3	5	8	10	11	12	14	15	18	20	21	23	24	25
J1518	2	3	4	5	7	8	11	12	14	16	17	20	22	24	25
J1519	1	4	6	8	13	14	16	17	18	20	21	22	23	24	25
J1520	1	2	4	8	9	10	12	13	14	16	17	18	19	24	25
J1521	1	2	3	4	5	7	8	12	14	15	17	19	20	23	24
J1522	1	8	9	10	11	13	14	15	16	18	19	20	21	23	24
J1523	3	5	6	7	9	10	12	13	14	16	18	19	21	23	25
J1524	1	3	5	6	7	8	9	10	13	14	20	22	23	24	25
J1525	1	2	4	5	8	10	12	14	15	18	19	20	21	22	25
J1526	5	7	8	9	10	11	13	15	17	18	20	21	22	23	25
J1527	1	2	3	5	6	7	9	10	14	15	20	21	22	24	25
J1528	1	2	4	5	6	8	9	10	17	18	20	21	23	24	25
J1529	2	3	4	5	8	11	13	14	16	17	18	19	20	21	24
J1530	2	4	5	7	9	10	12	14	15	16	18	20	22	23	24
J1531	1	2	3	4	7	8	10	11	13	14	15	19	22	23	24
J1532	1	2	3	8	9	10	11	12	13	14	17	18	20	22	25
J1533	1	3	4	6	7	11	12	13	14	15	16	19	20	21	24
J1534	1	4	5	8	9	10	11	12	13	14	16	17	19	21	24
J1535	3	4	5	7	8	12	13	15	17	18	21	22	23	24	25
J1536	1	3	5	6	7	8	9	10	11	12	13	19	20	23	25
J1537	1	2	3	4	10	11	13	14	15	17	18	20	21	22	24
J1538	2	4	5	7	8	9	10	13	14	15	17	18	19	21	23
J1539	1	3	4	8	11	12	13	14	16	17	18	19	20	21	25
J1540	1	2	3	7	9	10	11	12	14	15	16	17	19	22	23
J1541	2	3	4	5	7	11	13	14	15	18	19	20	21	22	25
J1542	2	3	5	7	8	10	11	13	15	16	17	20	21	22	24
J1543	1	2	6	7	8	9	12	13	15	17	19	20	23	24	25
J1544	1	2	4	7	8	9	11	12	14	16	17	21	22	23	24
J1545	3	5	7	8	10	11	12	15	16	17	20	22	23	24	25
J1546	1	3	6	7	8	10	11	14	15	18	19	20	22	24	25
J1547	1	2	5	6	8	9	10	11	13	15	17	18	19	21	25
J1548	2	3	4	9	10	11	12	14	15	17	18	20	21	22	23
J1549	1	2	3	4	5	7	8	10	11	13	18	20	23	24	25
J1550	3	4	5	7	8	13	14	15	16	17	20	22	23	24	25
J1551	1	3	5	7	8	11	13	14	15	17	19	20	22	23	25
J1552	2	3	7	8	9	12	14	15	16	19	20	21	22	24	25
J1553	1	2	4	8	9	11	12	13	15	17	18	19	21	22	25
J1554	1	3	4	5	7	8	9	10	13	14	16	18	19	24	25
J1555	1	2	6	8	9	10	12	13	14	16	18	20	22	23	25
J1556	1	2	3	5	6	8	12	15	16	17	19	21	22	23	25
J1557	2	3	4	5	6	9	12	16	17	18	20	21	22	24	25
J1558	1	2	4	5	6	9	11	14	15	16	17	18	21	22	25
J1559	3	4	5	6	7	9	10	11	14	16	18	19	20	23	25
J1560	1	2	3	4	5	7	8	9	11	14	17	18	20	24	25
J1561	3	5	6	7	8	12	13	15	16	18	20	21	22	24	25
J1562	1	2	3	4	5	6	7	8	9	11	12	14	16	17	18
J1563	1	2	3	5	6	9	10	12	13	17	18	20	21	22	23
J1564	3	4	6	8	9	11	12	13	16	17	18	19	20	21	24
J1565	1	3	6	7	8	9	10	11	12	13	15	17	18	24	25
J1566	1	2	4	5	7	8	9	13	14	15	16	19	23	24	25
J1567	2	3	5	7	9	10	11	12	14	15	17	18	19	21	24
J1568	1	2	3	4	6	7	10	11	13	16	17	19	21	22	24
J1569	2	4	8	9	10	12	13	14	16	18	20	21	23	24	25
J1570	1	3	7	8	9	11	13	16	18	19	20	21	23	24	25
J1571	1	3	4	5	6	7	11	12	14	17	18	19	23	24	25
J1572	2	4	5	6	8	9	10	13	16	18	19	21	22	23	24
J1573	2	6	7	8	10	11	12	13	14	15	16	17	18	19	23
J1574	1	2	3	5	6	7	10	11	12	14	15	17	18	21	22
J1575	1	3	5	6	7	9	10	11	12	14	16	17	22	23	25
J1576	1	2	5	7	8	9	11	12	14	15	16	18	20	21	25
J1577	3	5	6	7	9	10	11	13	15	16	17	18	19	21	24
J1578	4	6	8	9	10	12	13	14	16	17	18	19	21	22	24
J1579	1	2	4	6	7	10	12	13	14	15	16	18	21	22	23
J1580	3	4	7	10	11	12	13	14	15	16	18	20	22	23	25
J1581	3	4	5	6	7	8	11	12	13	16	20	21	23	24	25
J1582	1	2	5	7	8	10	11	14	16	17	18	19	23	24	25
J1583	2	3	4	6	7	9	10	14	15	16	17	19	20	23	25
J1584	1	2	3	5	6	11	12	14	15	16	17	19	20	24	25
J1585	1	2	4	5	6	7	9	11	17	18	19	21	23	24	25
J1586	1	3	4	10	11	12	13	16	18	19	20	22	23	24	25
J1587	2	3	5	7	8	11	14	15	16	17	19	20	21	22	25
J1588	1	3	4	5	7	9	10	11	14	15	17	20	21	22	23
J1589	1	2	3	4	6	12	13	14	15	17	18	22	23	24	25
J1590	1	3	5	7	8	10	14	16	17	18	20	21	22	23	25
J1591	1	3	5	7	8	10	11	12	17	19	20	21	22	23	24
J1592	1	2	3	4	5	6	9	12	14	15	16	19	20	22	25
J1593	3	4	5	7	8	9	10	11	13	14	16	17	20	22	24
J1594	1	2	4	6	8	10	11	12	13	15	16	17	19	21	25
J1595	1	2	3	4	6	7	9	10	11	13	17	18	20	22	25
J1596	5	8	9	10	11	12	13	15	18	19	20	21	22	23	24
J1597	1	2	5	6	7	8	9	13	17	18	19	20	21	22	24
J1598	2	5	6	7	10	12	13	15	16	17	18	19	20	21	24
J1599	1	3	4	5	6	8	9	10	14	18	20	21	22	23	25
J1600	2	3	4	5	7	9	13	14	16	17	18	20	22	23	24
J1601	2	4	6	8	9	10	11	12	13	14	15	18	20	22	25
J1602	1	3	4	8	9	10	11	13	14	15	17	19	21	23	24
J1603	1	2	3	4	7	9	10	13	14	16	19	20	21	23	24
J1604	3	4	5	6	7	8	9	10	12	13	15	19	21	22	24
J1605	2	4	5	8	9	10	11	14	16	17	18	19	21	23	25
J1606	1	3	5	7	8	9	10	11	14	15	19	20	22	23	25
J1607	1	2	3	6	7	8	9	11	12	13	14	15	17	18	24
J1608	1	2	3	5	6	9	10	14	17	18	20	21	22	23	25
J1609	5	6	7	8	9	11	13	14	17	18	20	21	23	24	25
J1610	3	6	7	9	10	11	13	14	16	17	19	20	21	22	24
J1611	1	3	4	6	7	8	9	10	11	12	14	15	20	22	24
J1612	2	3	4	5	7	11	12	14	15	18	21	22	23	24	25
J1613	1	2	3	4	6	8	9	10	13	14	16	17	18	19	21
J1614	1	2	3	7	9	10	12	13	14	15	16	17	19	21	23
J1615	1	2	4	5	6	7	9	10	11	16	17	19	20	21	25
J1616	1	2	4	5	8	10	11	13	14	16	17	18	22	23	24
J1617	2	5	6	7	8	9	10	12	13	14	15	20	22	23	25
J1618	1	3	4	5	8	9	10	13	14	16	17	19	20	24	25
J1619	4	5	7	8	10	11	13	15	16	17	18	21	22	24	25
J1620	1	2	4	7	9	10	11	12	13	14	18	20	21	24	25
J1621	2	3	4	6	8	9	10	13	14	18	19	21	22	23	24
J1622	1	2	3	4	8	9	11	16	17	18	20	22	23	24	25
J1623	1	2	3	4	6	7	8	10	11	13	14	17	19	20	24
J1624	1	2	6	7	8	9	11	14	15	16	17	18	20	23	24
J1625	2	3	6	8	10	12	13	16	17	18	19	20	21	22	24
J1626	1	3	4	7	8	9	10	11	13	15	16	17	20	21	24
J1627	2	3	4	6	8	9	11	12	13	14	15	17	20	21	24
J1628	1	3	6	9	11	12	16	17	18	19	20	22	23	24	25
J1629	1	2	3	5	6	7	9	10	12	14	15	18	22	24	25
J1630	3	5	7	8	9	10	12	13	14	15	17	20	22	23	25
J1631	2	3	4	5	9	10	11	12	14	18	19	20	22	23	25
J1632	4	5	8	12	13	14	15	16	18	20	21	22	23	24	25
J1633	1	2	3	5	6	7	9	10	17	18	19	20	23	24	25
J1634	3	4	5	6	7	9	10	13	14	15	19	21	22	24	25
J1635	1	3	6	7	8	12	15	16	17	19	21	22	23	24	25
J1636	2	3	6	7	8	9	12	13	14	15	18	19	20	22	25
J1637	3	4	5	7	8	11	12	13	14	15	17	18	19	22	24
J1638	1	7	8	10	11	12	14	15	16	19	20	22	23	24	25
J1639	1	3	5	6	7	8	9	10	11	14	15	19	20	22	25
J1640	1	2	4	5	6	12	14	15	16	17	20	21	22	24	25
J1641	3	4	5	8	9	11	12	14	16	17	19	20	21	22	25
J1642	2	5	6	7	10	11	13	15	17	18	19	20	22	24	25
J1643	1	2	3	4	5	7	9	10	12	14	16	19	22	23	25
J1644	2	3	4	5	6	7	8	9	11	13	15	18	22	23	24
J1645	2	3	4	5	8	9	10	14	15	16	18	20	21	23	25
J1646	1	3	4	5	6	7	9	12	13	15	17	18	20	22	25
J1647	1	2	4	7	8	9	10	12	14	15	19	20	22	24	25
J1648	4	9	10	11	12	13	15	16	17	19	21	22	23	24	25
J1649	4	5	8	9	12	13	14	15	16	17	18	20	22	23	24
J1650	3	4	5	8	10	13	14	15	16	17	18	19	20	22	25
J1651	1	2	3	4	6	7	8	10	16	17	18	19	20	22	24
J1652	2	3	4	5	6	7	10	11	14	16	17	18	21	24	25
J1653	2	4	5	6	7	12	14	15	17	20	21	22	23	24	25
J1654	1	2	3	4	6	10	11	13	16	18	19	20	22	23	25
J1655	1	2	3	5	6	7	10	12	14	16	18	19	20	22	23
J1656	2	3	4	5	7	10	11	12	13	15	17	19	20	23	24
J1657	3	4	6	8	9	10	12	15	17	18	19	20	21	23	24
J1658	2	4	5	6	7	8	12	13	15	16	17	18	19	20	23
J1659	2	4	7	8	9	10	12	14	15	16	20	21	22	23	25
J1660	1	2	3	7	8	10	11	13	14	17	18	20	21	24	25
J1661	2	3	5	6	7	10	11	12	13	14	17	18	21	22	23
J1662	1	2	3	5	8	10	11	13	14	17	18	20	21	22	25
J1663	1	2	3	5	6	7	9	11	12	13	16	17	21	22	23
J1664	2	4	5	6	7	8	11	13	15	16	17	18	20	24	25
J1665	1	2	4	5	8	10	12	13	15	17	18	21	22	23	24
