Concurso;Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Bola16;Bola17;Bola18;Bola19;Bola20;Rateio 20 acertos;Rateio 19 acertos;Rateio 18 acertos;Rateio 17 acertos;Rateio 16 acertos;Rateio 15 acertos;Rateio Nenhum Número
141;18/08/2001;4;10;14;19;24;25;30;40;46;51;56;66;79;84;87;89;90;92;93;99;R$1.310.865,11;R$46.881,97;R$2.980,93;R$132,00;R$20,64;-;R$0,00
142;22/08/2001;7;13;14;24;25;31;35;38;44;51;54;55;60;63;68;82;89;94;96;98;R$0,00;R$14.101,76;R$1.855,49;R$94,41;R$15,93;-;R$1.506.943,51
143;25/08/2001;5;18;22;26;32;33;38;45;47;48;53;54;58;69;76;78;80;81;82;83;R$1.245.366,15;R$19.108,00;R$1.137,39;R$63,46;R$10,92;-;R$238.850,07
144;29/08/2001;14;15;25;36;38;41;45;46;50;51;59;60;62;66;74;81;85;87;95;99;R$0,00;R$24.336,75;R$1.894,48;R$96,75;R$15,59;-;R$158.188,88
145;01/09/2001;3;5;22;33;34;39;40;41;42;43;45;46;50;57;64;70;76;79;85;99;R$0,00;R$45.311,47;R$2.311,81;R$112,96;R$17,14;-;R$0,00
146;05/09/2001;3;6;17;24;26;37;43;47;49;57;59;60;67;73;75;87;88;92;93;96;R$1.717.259,07;R$15.639,46;R$1.390,18;R$84,14;R$14,63;-;R$207.115,43
147;08/09/2001;2;4;6;7;8;21;23;26;35;40;48;56;59;65;73;81;82;85;88;98;R$0,00;R$35.306,74;R$1.867,18;R$102,04;R$17,02;-;R$0,00
148;12/09/2001;0;9;10;12;22;24;26;33;40;41;43;45;49;60;77;81;84;85;91;98;R$0,00;R$22.927,54;R$1.384,30;R$78,40;R$13,03;-;R$377.607,42
149;15/09/2001;10;18;24;25;29;38;39;43;45;49;50;55;58;63;66;70;82;85;90;93;R$0,00;R$14.644,17;R$1.590,74;R$81,53;R$13,68;-;R$248.950,92
150;19/09/2001;7;9;15;18;20;23;25;26;29;37;38;39;48;50;52;54;55;79;89;96;R$2.489.509,96;R$29.039,77;R$1.282,52;R$70,83;R$12,59;-;R$0,00
151;22/09/2001;4;7;11;12;25;33;34;39;45;48;50;51;56;73;78;81;84;85;90;94;R$679.457,30;R$41.179,23;R$1.903,24;R$99,75;R$15,93;-;R$0,00
152;26/09/2001;6;8;9;18;19;27;28;46;48;51;52;60;66;73;75;81;83;86;87;95;R$0,00;R$30.775,02;R$2.367,31;R$134,36;R$17,68;-;R$0,00
153;29/09/2001;4;9;10;11;12;28;36;39;43;50;51;63;64;67;69;71;75;76;79;97;R$1.218.194,10;R$26.311,35;R$2.059,15;R$106,66;R$16,46;-;R$835.828,91
154;03/10/2001;4;6;12;28;30;43;44;45;49;51;55;62;65;66;73;79;81;88;92;98;R$0,00;R$30.716,66;R$1.571,55;R$82,26;R$13,85;-;R$0,00
155;06/10/2001;1;5;15;17;18;24;26;27;29;32;33;34;37;38;42;47;50;70;72;93;R$413.601,32;R$7.645,61;R$568,14;R$7,08;R$8,61;-;R$206.800,68
156;10/10/2001;1;10;19;20;24;32;38;40;42;48;50;59;66;68;77;82;85;91;95;98;R$0,00;R$21.656,45;R$1.198,97;R$70,11;R$12,28;-;R$0,00
157;13/10/2001;4;8;16;17;23;30;38;44;51;54;57;59;62;63;66;81;84;86;88;90;R$568.932,24;R$21.688,06;R$1.401,61;R$80,06;R$13,99;-;R$379.288,21
158;17/10/2001;6;13;24;31;36;51;52;53;54;55;56;62;63;66;70;72;86;89;93;98;R$501.037,38;R$41.753,11;R$2.256,92;R$114,75;R$17,59;-;R$0,00
159;20/10/2001;5;8;11;14;29;35;45;48;53;55;61;65;67;68;73;74;75;79;86;96;R$0,00;R$26.081,93;R$1.327,53;R$77,72;R$13,10;-;R$0,00
160;24/10/2001;0;1;23;25;26;29;33;37;38;42;48;56;62;65;66;68;83;89;92;94;R$600.258,52;R$20.997,17;R$1.028,68;R$68,60;R$11,65;-;R$567.184,84
161;27/10/2001;2;4;11;13;16;32;33;43;50;55;58;60;61;69;73;80;82;83;92;98;R$0,00;R$35.345,40;R$1.812,58;R$103,87;R$16,53;-;R$0,00
162;31/10/2001;1;8;12;18;25;27;29;41;49;61;62;70;74;80;81;83;86;91;95;98;R$393.106,25;R$32.915,24;R$1.915,70;R$108,51;R$18,25;-;R$196.553,14
163;03/11/2001;6;9;11;13;15;18;19;26;30;33;47;52;53;59;69;78;81;83;85;96;R$559.669,60;R$14.924,52;R$1.169,63;R$70,70;R$12,24;-;R$0,00
164;07/11/2001;12;15;24;40;45;47;49;54;55;59;63;64;69;73;77;80;81;84;87;96;R$0,00;R$24.369,17;R$1.557,85;R$87,01;R$14,98;-;R$0,00
165;10/11/2001;1;9;14;15;29;39;41;43;45;46;49;60;61;65;67;71;76;82;89;92;R$0,00;R$57.781,75;R$1.662,78;R$88,29;R$15,02;-;R$588.267,78
166;14/11/2001;12;15;17;21;22;24;30;31;34;38;62;70;72;76;77;81;87;89;92;94;R$1.797.974,16;R$35.929,73;R$2.124,88;R$109,44;R$18,14;-;R$0,00
167;17/11/2001;1;17;23;29;30;35;36;43;51;52;57;59;63;65;76;82;86;95;96;99;R$0,00;R$31.865,36;R$2.289,73;R$108,97;R$17,91;-;R$388.805,68
168;21/11/2001;0;1;13;14;15;19;20;23;25;27;40;46;53;55;57;69;77;79;83;89;R$0,00;R$16.120,35;R$993,41;R$60,08;R$10,94;-;R$177.323,91
169;24/11/2001;4;11;23;24;25;39;42;43;53;54;55;59;65;68;75;78;91;94;95;96;R$1.794.750,12;R$38.289,00;R$2.088,49;R$108,32;R$17,43;-;R$0,00
170;28/11/2001;0;13;14;22;27;29;34;36;47;53;56;61;65;66;69;73;77;89;97;98;R$0,00;R$18.447,94;R$1.387,68;R$73,90;R$12,81;-;R$386.541,54
171;01/12/2001;4;6;10;12;14;35;41;48;51;57;60;62;69;71;76;81;84;86;91;92;R$0,00;R$18.629,03;R$1.700,27;R$89,49;R$15,06;-;R$214.233,78
172;05/12/2001;12;13;14;19;26;30;34;35;38;46;52;53;55;56;57;67;71;73;91;95;R$0,00;R$15.252,54;R$1.089,47;R$61,26;R$9,95;-;R$198.283,03
173;08/12/2001;1;3;4;6;11;15;21;22;28;32;43;44;47;51;52;57;63;73;84;88;R$2.471.773,20;R$22.139,14;R$1.450,71;R$78,94;R$13,08;-;R$127.300,08
174;12/12/2001;0;5;11;12;17;23;26;31;33;35;41;58;63;68;69;72;76;83;91;92;R$0,00;R$29.405,70;R$1.672,36;R$93,15;R$15,54;-;R$0,00
175;15/12/2001;2;19;25;29;39;43;45;51;56;57;63;64;75;77;82;83;84;91;92;98;R$1.239.618,50;R$19.731,00;R$1.697,29;R$95,46;R$14,89;-;R$0,00
176;19/12/2001;0;5;9;15;21;30;31;41;47;49;50;53;55;65;72;75;76;82;89;91;R$0,00;R$22.086,64;R$1.516,68;R$67,50;R$13,58;-;R$0,00
177;22/12/2001;1;3;5;16;19;22;29;33;34;39;42;43;54;71;77;80;83;88;89;98;R$1.248.304,64;R$34.201,21;R$1.716,19;R$102,15;R$15,95;-;R$0,00
178;29/12/2001;0;4;11;12;17;18;27;33;37;39;42;44;48;51;59;85;91;94;97;98;R$0,00;R$22.431,44;R$1.328,88;R$73,35;R$12,43;-;R$0,00
179;05/01/2002;2;11;23;25;30;33;35;38;39;48;50;52;58;61;64;65;73;83;84;99;R$0,00;R$17.285,01;R$1.728,50;R$92,58;R$14,78;-;R$0,00
180;09/01/2002;1;7;16;24;33;34;40;45;48;51;54;55;56;64;71;72;74;76;77;95;R$1.135.912,08;R$42.595,35;R$2.106,37;R$97,47;R$15,07;-;R$0,00
181;12/01/2002;2;6;17;19;24;25;26;28;37;41;49;50;63;71;72;78;82;93;95;97;R$0,00;R$31.759,21;R$1.920,92;R$106,37;R$17,21;-;R$0,00
182;16/01/2002;0;1;8;10;12;18;25;26;30;35;44;55;61;62;65;67;69;84;85;93;R$0,00;R$21.519,92;R$1.520,00;R$81,37;R$13,88;-;R$0,00
183;19/01/2002;9;14;24;28;33;40;41;42;48;54;59;62;64;65;73;74;79;84;96;97;R$0,00;R$28.555,57;R$1.848,92;R$97,65;R$16,04;-;R$0,00
184;23/01/2002;0;4;16;19;21;24;27;29;31;45;50;58;72;86;88;92;93;94;95;96;R$0,00;R$36.639,15;R$2.697,36;R$134,52;R$20,85;-;R$0,00
185;26/01/2002;19;21;27;31;37;40;47;48;51;56;58;60;66;72;73;78;81;83;94;98;R$0,00;R$23.945,06;R$1.688,43;R$102,50;R$16,49;-;R$2.769.446,72
186;30/01/2002;4;5;11;17;21;23;24;25;27;38;40;62;64;68;69;88;90;94;96;97;R$0,00;R$27.923,30;R$2.495,94;R$122,96;R$18,82;-;R$223.386,41
187;02/02/2002;3;7;12;20;23;27;28;31;36;42;44;55;58;76;79;80;83;84;88;93;R$0,00;R$24.481,52;R$1.716,69;R$56,98;R$16,36;-;R$0,00
188;06/02/2002;0;1;21;25;26;30;33;39;47;54;57;62;64;71;78;86;90;92;94;95;R$1.968.435,47;R$20.046,25;R$1.572,25;R$89,75;R$15,33;-;R$562.185,03
189;09/02/2002;20;21;29;31;32;34;35;37;46;47;48;49;51;52;74;77;79;81;83;86;R$657.387,86;R$33.712,19;R$1.361,05;R$79,91;R$15,16;-;R$0,00
190;16/02/2002;0;1;16;17;22;23;25;29;30;42;46;49;51;53;81;83;84;87;88;90;R$253.268,22;R$20.261,46;R$1.282,37;R$93,04;R$16,07;-;R$472.397,51
191;20/02/2002;2;6;7;9;13;14;18;25;27;36;47;50;53;68;69;75;79;80;88;90;R$515.468,68;R$26.434,29;R$1.547,96;R$85,21;R$16,18;-;R$0,00
192;23/02/2002;5;6;10;17;23;34;35;44;53;54;56;61;65;68;69;75;77;80;86;88;R$0,00;R$35.756,27;R$2.082,89;R$93,50;R$14,80;-;R$0,00
193;27/02/2002;6;11;13;15;20;22;24;28;44;49;54;59;61;66;70;74;86;95;96;97;R$0,00;R$20.363,16;R$1.553,12;R$92,31;R$15,76;-;R$284.814,51
194;02/03/2002;9;13;18;22;28;33;34;37;41;46;48;62;63;65;72;76;77;85;87;93;R$0,00;R$13.116,37;R$1.098,12;R$65,03;R$12,00;-;R$236.094,54
195;06/03/2002;4;8;12;14;16;25;28;36;42;45;48;49;51;52;53;54;61;66;81;92;R$2.519.374,52;R$29.412,99;R$1.147,02;R$67,75;R$10,86;-;R$205.890,95
196;09/03/2002;3;4;12;14;16;17;19;23;33;34;35;38;48;51;58;66;78;84;93;97;R$0,00;R$18.981,13;R$1.072,64;R$64,28;R$10,83;-;R$218.283,03
197;13/03/2002;8;11;12;13;14;24;26;36;37;38;42;52;54;57;58;61;90;91;92;99;R$0,00;R$31.251,45;R$2.467,22;R$117,79;R$18,34;-;R$0,00
198;16/03/2002;1;7;12;14;16;25;33;55;57;59;64;65;66;68;76;77;78;85;92;93;R$0,00;R$25.418,43;R$1.225,76;R$66,07;R$11,54;-;R$0,00
199;20/03/2002;1;8;10;16;19;25;31;34;37;38;43;47;68;70;80;83;85;89;91;99;R$0,00;R$28.324,17;R$1.659,62;R$95,50;R$16,67;-;R$0,00
200;23/03/2002;12;20;23;27;29;32;33;35;38;56;58;66;74;76;79;82;84;90;93;97;R$1.128.093,60;R$18.510,03;R$1.020,51;R$63,54;R$11,78;-;R$909.810,65
201;27/03/2002;1;4;15;16;19;38;40;48;59;61;62;64;74;75;82;83;87;88;89;96;R$0,00;R$36.559,10;R$3.075,06;R$154,33;R$22,88;-;R$0,00
202;30/03/2002;5;7;9;11;15;26;39;45;56;60;61;62;64;70;73;80;81;82;85;96;R$1.017.320,74;R$43.647,74;R$1.790,67;R$105,42;R$17,10;-;R$339.106,95
203;03/04/2002;1;14;22;29;31;34;37;39;40;67;68;71;72;74;83;84;88;90;91;99;R$0,00;R$22.081,84;R$1.983,40;R$111,33;R$18,09;-;R$82.806,89
204;06/04/2002;6;16;17;27;30;38;40;44;45;46;49;50;55;59;62;67;70;88;89;96;R$591.169,76;R$35.153,75;R$2.553,07;R$123,19;R$14,74;-;R$228.499,42
205;10/04/2002;9;10;28;33;41;44;47;48;49;57;64;71;74;75;76;80;81;85;86;99;R$0,00;R$68.109,75;R$2.485,76;R$138,48;R$20,87;-;R$0,00
206;13/04/2002;5;6;11;17;23;25;32;37;41;44;49;58;59;62;65;67;76;80;89;99;R$0,00;R$17.479,79;R$1.617,35;R$88,61;R$14,89;-;R$397.511,60
207;17/04/2002;5;10;11;14;17;28;32;33;38;39;46;64;65;70;71;74;77;80;81;90;R$0,00;R$11.179,40;R$757,32;R$45,99;R$11,76;-;R$63.349,93
208;20/04/2002;3;7;8;11;17;29;31;37;43;44;59;60;66;68;69;77;87;90;95;96;R$2.498.091,47;R$40.855,97;R$2.754,34;R$127,67;R$21,13;-;R$0,00
209;24/04/2002;3;4;8;13;32;38;39;41;50;53;55;57;64;76;77;85;88;90;94;97;R$0,00;R$27.249,89;R$1.282,35;R$93,99;R$16,37;-;R$0,00
210;27/04/2002;6;7;14;20;35;40;41;47;49;57;60;66;70;76;77;79;83;84;86;98;R$0,00;R$30.637,46;R$2.538,02;R$125,61;R$19,86;-;R$623.097,49
211;04/05/2002;3;9;13;15;20;26;32;38;41;44;46;47;50;59;60;61;64;70;87;97;R$1.965.176,83;R$26.390,22;R$1.574,42;R$93,71;R$14,78;-;R$277.097,35
212;08/05/2002;3;6;8;9;12;15;22;27;37;40;43;44;46;47;54;61;80;89;96;99;R$0,00;R$41.426,89;R$2.454,93;R$117,42;R$18,26;-;R$165.707,56
213;11/05/2002;1;5;15;17;22;23;28;31;41;44;47;54;55;56;57;67;71;72;78;82;R$582.057,97;R$26.156,60;R$1.443,71;R$76,59;R$13,71;-;R$111.165,56
214;15/05/2002;1;5;8;9;14;16;23;28;47;50;54;56;65;66;70;74;75;90;96;99;R$243.032,05;R$24.926,37;R$1.396,74;R$76,61;R$13,60;-;R$0,00
215;18/05/2002;8;14;20;31;39;42;43;54;55;56;62;64;65;67;69;73;74;85;92;98;R$0,00;R$40.835,20;R$1.639,97;R$87,38;R$14,44;-;R$366.197,42
216;22/05/2002;2;6;9;13;14;22;28;33;36;42;44;47;52;53;61;62;64;77;82;99;R$0,00;R$9.052,14;R$778,09;R$48,22;R$9,01;-;R$0,00
217;25/05/2002;9;12;18;21;22;35;43;46;52;59;60;72;74;75;76;77;82;95;96;99;R$0,00;R$44.992,59;R$2.556,40;R$119,98;R$19,88;-;R$401.479,70
218;29/05/2002;5;12;15;25;34;43;45;48;54;60;61;65;68;70;72;78;79;80;87;95;R$0,00;R$36.720,35;R$1.648,67;R$87,48;R$14,65;-;R$100.980,95
219;01/06/2002;5;7;18;21;23;27;32;33;39;42;58;65;72;75;76;77;78;83;91;94;R$0,00;R$25.747,54;R$1.679,19;R$89,04;R$14,51;-;R$0,00
220;05/06/2002;8;12;16;23;24;26;27;30;36;45;48;49;56;62;69;72;73;74;81;87;R$3.867.132,62;R$31.212,36;R$1.698,63;R$89,80;R$14,18;-;R$481.426,66
221;08/06/2002;10;24;25;28;34;37;41;44;45;46;48;49;51;55;66;78;84;91;94;98;R$0,00;R$13.343,73;R$759,61;R$50,32;R$9,26;-;R$0,00
222;12/06/2002;4;10;11;24;32;33;34;38;43;50;53;62;65;75;79;89;92;96;97;99;R$0,00;R$23.675,81;R$2.492,19;R$125,96;R$19,53;-;R$0,00
223;15/06/2002;5;6;16;17;25;26;32;39;43;48;52;58;72;75;83;92;94;95;97;99;R$932.645,52;R$17.861,64;R$1.141,04;R$73,40;R$12,97;-;R$124.352,74
224;19/06/2002;2;6;8;10;15;18;21;23;24;33;41;43;45;55;64;65;67;74;81;90;R$0,00;R$31.502,96;R$1.451,75;R$80,69;R$12,83;-;R$0,00
225;22/06/2002;3;14;15;16;23;29;32;33;34;36;41;44;49;54;60;64;65;66;78;99;R$1.083.209,79;R$16.284,41;R$1.204,47;R$64,49;R$11,00;-;R$0,00
226;26/06/2002;5;12;14;16;20;23;24;25;28;29;32;33;42;46;49;52;64;68;87;92;R$435.432,58;R$10.751,42;R$616,60;R$40,26;R$10,44;-;R$506.214,16
227;29/06/2002;2;6;10;26;28;31;37;41;42;45;58;61;68;69;71;74;78;85;94;97;R$0,00;R$39.122,48;R$2.301,32;R$123,34;R$15,96;-;R$0,00
228;03/07/2002;1;5;7;19;21;22;27;35;42;56;60;62;64;67;68;71;86;93;94;96;R$0,00;R$31.537,64;R$2.064,96;R$103,54;R$17,09;-;R$0,00
229;06/07/2002;1;4;20;33;40;49;52;56;59;64;66;75;78;81;84;85;91;92;94;98;R$1.824.848,27;R$31.895,12;R$2.174,67;R$116,37;R$19,49;-;R$608.282,80
230;10/07/2002;5;20;21;24;36;41;50;55;57;62;63;64;65;74;79;81;83;85;87;91;R$481.029,62;R$26.723,87;R$1.908,85;R$96,00;R$15,21;-;R$0,00
231;13/07/2002;0;11;15;19;22;24;25;26;27;32;34;38;41;48;51;53;69;70;80;87;R$625.862,14;R$34.770,12;R$1.629,85;R$91,60;R$15,43;-;R$0,00
232;17/07/2002;1;4;7;10;12;17;20;22;23;33;41;49;53;59;63;68;69;73;87;99;R$0,00;R$18.633,40;R$1.620,29;R$95,03;R$15,38;-;R$0,00
233;20/07/2002;12;25;33;34;35;36;40;45;47;56;57;64;70;72;78;79;94;97;98;99;R$0,00;R$33.917,31;R$2.022,59;R$110,25;R$16,79;-;R$0,00
234;24/07/2002;5;6;12;13;15;43;44;47;54;61;66;67;73;78;85;87;90;91;92;96;R$0,00;R$40.579,36;R$2.018,87;R$102,20;R$16,31;-;R$0,00
235;27/07/2002;13;15;16;19;34;35;40;45;47;50;67;70;77;78;82;83;87;92;95;96;R$0,00;R$26.038,53;R$2.550,17;R$114,73;R$18,55;-;R$0,00
236;31/07/2002;4;7;11;12;16;19;20;22;30;33;36;47;48;49;60;63;68;78;81;91;R$0,00;R$24.867,46;R$1.776,25;R$88,93;R$14,86;-;R$0,00
237;03/08/2002;3;6;12;13;14;17;19;20;26;32;44;45;50;51;58;62;83;84;92;93;R$0,00;R$30.499,60;R$2.193,47;R$102,49;R$16,23;-;R$0,00
238;07/08/2002;4;5;13;15;20;22;24;30;35;48;64;67;69;75;83;84;87;90;91;95;R$0,00;R$19.626,50;R$1.549,46;R$85,08;R$13,54;-;R$2.100.147,54
239;10/08/2002;9;20;26;32;36;37;42;48;52;54;55;58;70;74;84;85;90;97;98;99;R$0,00;R$31.988,87;R$2.840,71;R$139,99;R$21,03;-;R$0,00
240;14/08/2002;4;11;29;38;39;44;46;48;49;51;60;71;72;73;76;77;84;87;88;89;R$3.703.925,13;R$43.556,23;R$1.792,87;R$103,17;R$16,73;-;R$738.099,99
241;17/08/2002;7;8;10;24;25;28;29;32;34;35;39;54;55;56;58;73;83;87;88;98;R$237.611,16;R$22.629,63;R$1.164,76;R$85,77;R$14,66;-;R$0,00
242;21/08/2002;1;4;6;9;13;22;23;27;29;33;35;45;50;53;55;65;70;76;87;97;R$0,00;R$18.676,79;R$1.188,52;R$70,56;R$12,24;-;R$0,00
243;24/08/2002;12;14;27;32;42;49;50;52;61;66;68;72;76;77;78;86;90;92;94;96;R$1.324.761,27;R$17.534,35;R$1.177,37;R$65,35;R$10,48;-;R$0,00
244;28/08/2002;0;8;15;16;24;32;37;41;43;48;49;54;55;60;70;82;87;91;95;98;R$0,00;R$23.255,43;R$1.661,10;R$96,54;R$16,32;-;R$865.241,67
245;31/08/2002;3;4;9;12;15;18;22;33;36;42;43;48;55;58;68;69;75;76;93;95;R$632.053,42;R$14.262,15;R$1.147,93;R$64,54;R$11,89;-;R$0,00
246;04/09/2002;7;9;12;14;18;20;22;37;41;43;44;53;55;71;73;74;78;84;90;97;R$0,00;R$24.928,05;R$1.978,41;R$88,49;R$14,70;-;R$0,00
247;07/09/2002;0;4;11;13;20;25;29;39;40;42;44;53;54;62;65;82;86;90;93;96;R$0,00;R$41.369,42;R$1.889,98;R$110,19;R$17,93;-;R$0,00
248;11/09/2002;1;5;10;12;16;18;22;31;38;42;44;48;52;66;69;74;81;82;86;89;R$1.793.405,21;R$15.495,11;R$1.173,26;R$71,74;R$13,10;-;R$0,00
249;14/09/2002;4;14;27;29;30;31;35;46;47;48;53;56;58;60;71;78;80;88;89;94;R$0,00;R$35.927,81;R$1.875,75;R$114,84;R$18,86;-;R$0,00
250;18/09/2002;7;9;14;25;38;42;48;50;55;57;59;64;65;67;85;91;92;95;97;99;R$660.255,35;R$15.306,63;R$1.120,00;R$68,39;R$11,68;-;R$1.273.297,62
251;21/09/2002;0;14;15;25;26;30;32;43;47;49;53;62;65;66;69;72;76;85;94;98;R$637.623,96;R$35.423,55;R$1.340,95;R$75,98;R$12,66;-;R$212.541,34
252;25/09/2002;9;13;21;23;25;30;34;36;37;38;47;53;57;61;72;73;74;85;87;88;R$520.684,06;R$23.141,51;R$1.846,40;R$84,34;R$13,26;-;R$173.561,36
253;28/09/2002;1;2;4;6;10;12;17;21;22;24;48;52;54;62;66;72;76;77;95;99;R$615.993,78;R$22.814,59;R$1.204,29;R$66,39;R$11,50;-;R$0,00
254;02/10/2002;1;2;3;4;10;21;23;29;33;43;49;50;51;60;66;70;74;77;78;80;R$0,00;R$15.317,95;R$1.244,92;R$70,51;R$13,59;-;R$0,00
255;05/10/2002;0;11;15;23;32;33;34;47;50;56;65;66;68;70;71;72;73;75;77;97;R$0,00;R$16.789,54;R$1.373,69;R$81,73;R$13,58;-;R$608.146,53
256;09/10/2002;2;7;12;20;28;32;34;36;37;39;48;54;58;65;73;77;90;92;98;99;R$902.760,25;R$12.840,32;R$1.053,04;R$71,79;R$13,66;-;R$33.170,83
257;12/10/2002;4;8;12;14;22;32;39;40;52;62;66;67;68;74;76;86;88;89;91;93;R$0,00;R$33.492,00;R$1.810,38;R$97,79;R$15,45;-;R$0,00
258;16/10/2002;17;22;23;27;37;39;42;49;55;58;59;63;64;73;77;78;79;80;87;94;R$0,00;R$15.407,14;R$1.041,02;R$59,28;R$11,16;-;R$180.024,65
259;19/10/2002;0;3;9;11;12;25;29;31;32;46;54;60;63;66;67;68;72;75;82;84;R$0,00;R$32.605,24;R$1.703,26;R$99,99;R$16,39;-;R$0,00
260;23/10/2002;4;13;20;24;26;32;36;37;47;50;51;56;58;61;62;67;68;90;92;94;R$0,00;R$26.508,63;R$2.099,70;R$104,08;R$16,57;-;R$0,00
261;26/10/2002;0;7;11;16;24;28;33;34;37;42;44;47;50;54;61;64;80;92;93;95;R$0,00;R$38.437,59;R$2.047,90;R$107,51;R$16,74;-;R$690.150,07
262;30/10/2002;9;11;12;14;16;35;36;44;52;53;54;61;64;69;84;92;94;97;98;99;R$0,00;R$22.223,97;R$1.767,82;R$81,97;R$14,28;-;R$0,00
263;02/11/2002;0;19;26;31;32;36;41;48;49;52;53;57;59;78;79;83;85;86;93;96;R$0,00;R$31.476,39;R$1.983,80;R$107,78;R$17,36;-;R$0,00
264;06/11/2002;10;21;25;26;29;33;39;48;49;52;53;57;58;59;63;68;73;76;77;81;R$0,00;R$10.870,21;R$891,00;R$51,64;R$11,07;-;R$741.179,97
265;09/11/2002;4;9;18;29;30;33;41;43;48;53;58;60;69;74;76;85;86;88;90;95;R$0,00;R$16.131,75;R$1.200,64;R$75,30;R$14,30;-;R$314.569,08
266;13/11/2002;12;13;14;17;19;20;29;36;38;48;62;69;74;76;78;80;83;93;97;99;R$7.210.352,79;R$15.658,04;R$1.433,75;R$77,23;R$13,69;-;R$0,00
267;16/11/2002;3;10;17;20;22;38;46;48;49;50;51;55;57;61;69;71;72;85;89;96;R$0,00;R$65.575,13;R$2.623,01;R$119,65;R$19,11;-;R$0,00
268;20/11/2002;2;7;11;15;19;21;28;35;36;38;40;43;54;60;63;64;72;73;85;91;R$0,00;R$30.930,56;R$2.436,96;R$112,83;R$18,31;-;R$0,00
269;23/11/2002;3;10;23;27;28;32;33;35;38;40;48;54;56;57;59;67;69;83;91;95;R$969.689,31;R$31.085,69;R$1.489,14;R$86,87;R$13,72;-;R$0,00
270;27/11/2002;0;1;10;12;29;30;32;34;35;36;39;43;46;55;58;61;69;71;95;97;R$0,00;R$41.083,22;R$1.830,44;R$93,88;R$15,52;-;R$0,00
271;30/11/2002;4;6;11;21;26;29;35;39;40;42;57;60;65;70;74;76;78;84;89;92;R$0,00;R$51.619,26;R$2.140,89;R$119,16;R$20,11;-;R$0,00
272;04/12/2002;3;6;15;22;23;42;44;50;51;55;63;65;69;70;90;93;94;95;97;99;R$972.649,25;R$22.025,87;R$1.738,89;R$86,68;R$14,09;-;R$0,00
273;07/12/2002;2;3;5;6;10;20;22;25;42;45;59;61;65;71;74;77;79;85;96;97;R$0,00;R$18.191,21;R$1.647,99;R$90,06;R$10,88;-;R$0,00
274;11/12/2002;0;4;8;15;18;19;20;41;42;47;54;55;60;71;76;89;93;97;98;99;R$0,00;R$30.125,72;R$2.044,73;R$120,76;R$19,11;-;R$0,00
275;14/12/2002;10;14;20;22;23;25;32;33;34;42;43;51;65;71;75;84;85;87;90;91;R$0,00;R$19.876,91;R$1.883,07;R$92,53;R$12,12;-;R$0,00
276;18/12/2002;3;5;7;25;26;29;30;41;45;47;56;59;62;76;77;78;82;84;90;99;R$0,00;R$38.222,74;R$2.096,61;R$105,86;R$17,30;-;R$0,00
277;21/12/2002;4;6;8;12;14;33;37;47;50;55;60;61;67;71;72;78;82;87;92;94;R$0,00;R$29.173,93;R$1.752,19;R$91,06;R$15,64;-;R$0,00
278;28/12/2002;3;5;14;17;21;35;39;44;47;48;50;52;64;67;68;78;94;96;98;99;R$4.936.660,17;R$24.167,70;R$1.489,46;R$88,04;R$14,47;-;R$0,00
279;04/01/2003;1;5;7;16;20;25;30;35;36;51;58;59;62;73;79;81;86;87;91;94;R$396.269,42;R$29.353,29;R$2.903,07;R$143,43;R$21,18;-;R$1.751.064,14
280;08/01/2003;2;3;10;22;23;33;45;49;53;57;61;63;64;65;72;82;84;90;95;99;R$0,00;R$16.984,76;R$1.273,86;R$78,42;R$13,79;-;R$178.339,98
281;11/01/2003;1;2;7;14;17;21;30;32;34;36;49;50;52;53;61;64;71;74;76;80;R$0,00;R$29.858,10;R$1.835,54;R$92,57;R$15,79;-;R$0,00
282;15/01/2003;1;11;15;17;18;20;21;31;36;44;55;56;59;60;61;66;69;77;87;98;R$0,00;R$37.194,81;R$2.199,69;R$103,30;R$16,64;-;R$0,00
283;18/01/2003;5;7;19;27;30;39;40;45;47;48;49;50;51;54;60;61;64;81;82;91;R$0,00;R$9.735,95;R$1.238,67;R$63,00;R$15,25;-;R$0,00
284;22/01/2003;1;7;14;17;23;26;29;31;33;35;36;47;48;51;61;69;71;81;82;91;R$1.604.645,58;R$13.304,11;R$892,35;R$53,19;R$9,64;-;R$891.423,84
285;25/01/2003;4;5;10;23;26;38;46;49;50;52;61;63;75;76;81;82;85;86;97;98;R$0,00;R$40.647,25;R$2.540,45;R$143,80;R$22,61;-;R$0,00
286;29/01/2003;1;5;14;17;19;21;23;27;35;37;39;43;44;50;55;64;68;71;92;96;R$388.493,08;R$4.210,39;R$433,74;R$34,31;R$7,80;-;R$0,00
287;01/02/2003;3;6;15;16;22;31;43;50;51;58;64;70;73;74;77;78;82;92;93;96;R$626.413,55;R$59.658,44;R$2.413,93;R$123,74;R$20,37;-;R$0,00
288;05/02/2003;1;8;15;20;29;34;40;41;44;52;53;54;57;67;70;84;87;91;94;95;R$0,00;R$71.555,96;R$2.484,58;R$136,88;R$19,54;-;R$0,00
